ID_Ventas;ID_Canal;ID_Provincia;ID_Ciudad;ID_Empresa;ID_Vendedor;ID_Comprador;ID_Titular;ID_Voucher;Fecha_de_Emisión;ID_Origen;ID_Destino;ID_Producto;ID_Tipo_de_Producto;Inicio_Viaje;Fin_Viaje;ID_Forma_de_Pago
3124;1;4;9;55;330;5639;1;232837;18/5/2017;14;1003;400;3;3/6/2017;25/6/2017;1
3125;13;4;13;1;320;5683;4;232841;18/5/2017;14;1000;302;3;26/5/2017;3/6/2017;13
3126;12;4;7;2;103;1366;1;232854;18/5/2017;14;1000;200;3;21/5/2017;28/5/2017;13
3127;12;4;9;1;320;550;3;232867;18/5/2017;16;1000;302;3;22/6/2017;9/7/2017;8
3128;12;4;7;3;233;775;4;232909;19/5/2017;14;1003;103;3;23/5/2017;15/6/2017;6
3129;13;4;13;1;168;561;4;232943;19/5/2017;14;1000;302;3;15/7/2017;25/7/2017;7
3130;3;5;15;15;217;2528;4;232973;19/5/2017;26;1000;200;3;22/5/2017;31/5/2017;1
3131;13;4;13;1;168;5021;3;232999;22/5/2017;14;1001;400;3;27/5/2017;16/6/2017;10
3132;3;5;15;15;217;774;1;233003;22/5/2017;26;1000;102;3;24/5/2017;7/6/2017;1
3133;13;11;22;1;168;2203;4;233016;22/5/2017;38;1000;202;1;31/5/2017;6/6/2017;1
3134;13;4;13;1;168;1561;3;233029;22/5/2017;14;1000;103;3;29/6/2017;17/7/2017;9
3135;13;4;13;1;168;1561;3;233033;22/5/2017;14;1000;103;3;28/7/2017;13/8/2017;9
3136;13;4;13;1;168;3008;3;233046;22/5/2017;14;1000;102;3;23/5/2017;5/6/2017;13
3137;13;4;13;1;168;4339;3;233059;22/5/2017;14;1000;103;3;23/5/2017;5/6/2017;13
3138;12;4;7;2;103;5391;3;233089;23/5/2017;14;1000;303;3;4/6/2017;19/6/2017;12
3139;13;11;22;1;168;4639;3;233093;23/5/2017;38;1000;200;3;26/7/2017;31/7/2017;1
3140;12;4;7;2;140;4710;3;233118;24/5/2017;14;1000;200;3;25/5/2017;29/5/2017;12
3141;12;4;9;1;168;3813;3;233182;27/5/2017;47;1001;302;3;21/6/2017;19/7/2017;6
3142;12;4;9;1;168;2090;3;233211;28/5/2017;14;1000;102;3;1/6/2017;15/6/2017;7
3143;12;4;7;4;136;5314;4;233284;1/6/2017;26;1001;400;3;17/6/2017;7/7/2017;15
3144;3;5;15;15;217;150;4;233297;1/6/2017;26;1000;200;3;18/6/2017;30/6/2017;1
3145;13;4;13;1;168;2410;3;233339;2/6/2017;14;1001;102;3;8/6/2017;21/6/2017;13
3146;12;4;9;1;168;921;3;233402;5/6/2017;16;1000;200;3;8/6/2017;11/6/2017;12
3147;12;4;7;7;207;5054;3;233415;5/6/2017;58;1004;200;3;6/6/2017;13/6/2017;12
3148;12;4;7;2;255;1706;4;233428;5/6/2017;63;1001;400;3;15/6/2017;3/7/2017;10
3149;3;5;15;15;217;4470;4;233432;5/6/2017;26;1000;200;3;9/6/2017;21/6/2017;1
3150;13;4;13;1;168;2399;3;233492;6/6/2017;14;1001;400;3;16/6/2017;8/7/2017;13
3151;13;4;13;1;168;373;3;233534;7/6/2017;14;1001;400;3;10/6/2017;28/6/2017;13
3152;13;4;9;1;168;5639;1;233551;8/6/2017;14;1007;200;3;9/6/2017;9/6/2017;1
3153;13;4;9;1;168;5639;1;233577;8/6/2017;14;1007;200;3;9/6/2017;9/6/2017;1
3154;12;4;7;2;117;3101;3;233606;8/6/2017;14;1000;303;3;1/8/2017;15/8/2017;1
3155;13;4;13;1;168;2757;3;233649;12/6/2017;14;1000;103;3;17/6/2017;27/6/2017;12
3156;13;4;13;1;320;2851;1;233679;12/6/2017;14;1000;102;3;17/6/2017;24/6/2017;10
3157;12;4;9;1;168;4203;3;233696;13/6/2017;16;1000;200;3;20/6/2017;27/6/2017;13
3158;13;4;13;1;240;2122;3;233708;13/6/2017;14;1000;102;3;16/6/2017;2/7/2017;13
3159;13;4;13;1;320;995;3;233725;14/6/2017;14;1004;102;3;14/7/2017;31/7/2017;10
3160;13;11;22;1;168;5624;4;233742;14/6/2017;38;1000;200;3;16/6/2017;25/6/2017;1
3161;3;5;15;15;217;600;2;233798;19/6/2017;26;1000;200;3;7/8/2017;24/8/2017;1
3162;13;4;13;1;168;4284;4;233801;21/6/2017;14;1001;400;3;3/9/2017;2/10/2017;1
3163;12;4;7;2;183;5115;3;233814;21/6/2017;43;1000;200;3;24/6/2017;3/7/2017;12
3164;12;4;7;2;176;3153;1;233827;21/6/2017;14;1000;200;3;22/7/2017;29/7/2017;14
3165;13;11;22;1;168;3691;4;233831;21/6/2017;38;1003;400;3;2/10/2017;7/11/2017;1
3166;13;4;13;1;168;3747;1;233857;23/6/2017;14;1001;400;3;25/6/2017;15/7/2017;1
3167;12;4;9;1;168;2530;4;233887;25/6/2017;14;1000;102;3;29/6/2017;7/7/2017;8
3168;3;5;15;15;217;4130;3;233903;26/6/2017;26;1000;200;3;2/2/2018;19/2/2018;1
3169;13;4;13;1;168;1152;3;233929;27/6/2017;14;1002;102;3;23/9/2017;8/10/2017;13
3170;13;4;13;1;168;336;3;233946;27/6/2017;14;1002;103;3;23/9/2017;8/10/2017;13
3171;12;4;7;2;37;3961;3;233963;28/6/2017;14;1000;102;3;16/7/2017;30/7/2017;12
3172;12;4;9;1;168;2511;3;233993;29/6/2017;16;1000;102;3;9/7/2017;15/7/2017;12
3173;12;4;7;2;97;2729;3;234006;29/6/2017;14;1001;400;3;1/7/2017;25/7/2017;1
3174;3;5;15;15;217;2950;1;234066;30/6/2017;26;1000;200;3;2/7/2017;11/7/2017;1
3175;12;4;7;2;115;1973;3;234096;3/7/2017;14;1001;400;3;5/7/2017;25/8/2017;14
3176;12;4;7;2;110;3043;3;234138;4/7/2017;14;1000;303;3;22/7/2017;7/8/2017;6
3177;12;4;9;1;168;5177;3;234172;5/7/2017;16;1000;200;3;12/7/2017;21/7/2017;9
3178;12;4;9;1;168;3239;3;234231;6/7/2017;43;1004;200;3;6/7/2017;30/7/2017;13
3179;13;4;9;1;168;5639;1;234257;6/7/2017;14;1007;200;3;7/7/2017;7/7/2017;1
3180;12;4;9;1;168;3555;3;234303;8/7/2017;26;1000;200;3;24/7/2017;30/7/2017;12
3181;13;4;9;1;168;4216;3;234329;10/7/2017;16;1000;302;3;18/7/2017;9/8/2017;1
3182;13;4;9;1;320;4659;3;234333;10/7/2017;14;1000;303;3;18/7/2017;9/8/2017;1
3183;12;4;9;1;168;4425;3;234346;10/7/2017;14;1003;400;3;4/8/2017;21/8/2017;7
3184;13;4;13;1;320;940;1;234359;10/7/2017;14;1000;103;3;16/7/2017;5/8/2017;2
3185;12;4;7;4;49;2449;4;234393;11/7/2017;26;1000;200;3;15/7/2017;23/7/2017;9
3186;13;4;13;1;240;5655;3;234405;11/7/2017;14;1000;102;3;11/8/2017;20/8/2017;12
3187;13;4;13;1;320;1396;3;234478;11/7/2017;14;1001;400;3;5/9/2017;28/9/2017;13
3188;12;4;7;2;209;684;3;234541;12/7/2017;14;1000;102;3;17/7/2017;25/7/2017;14
3189;12;4;7;2;209;4296;3;234554;12/7/2017;14;1000;102;3;17/7/2017;25/7/2017;14
3190;12;4;7;6;169;3305;3;234584;12/7/2017;16;1001;401;2;12/7/2017;28/2/2018;14
3191;13;4;13;1;168;1060;3;234626;13/7/2017;14;1001;400;3;17/7/2017;27/7/2017;13
3192;13;4;13;1;240;2900;3;234656;14/7/2017;14;1001;400;3;28/7/2017;2/9/2017;7
3193;12;4;7;6;82;2089;3;234686;14/7/2017;14;1001;400;3;24/7/2017;14/8/2017;14
3194;13;4;13;1;168;5280;3;234715;17/7/2017;14;1001;400;3;3/8/2017;18/8/2017;10
3195;13;4;13;1;320;4677;1;234758;17/7/2017;14;1001;400;3;2/8/2017;23/8/2017;10
3196;12;4;9;1;320;1985;1;234762;18/7/2017;16;1003;102;3;21/7/2017;6/8/2017;12
3197;12;4;9;1;320;189;3;234775;19/7/2017;62;1000;200;3;19/7/2017;19/7/2017;15
3198;3;5;15;15;217;5077;4;234792;20/7/2017;26;1000;200;3;3/8/2017;20/8/2017;1
3199;12;4;7;2;269;3829;3;234804;20/7/2017;16;1001;400;3;4/9/2017;26/9/2017;13
3200;13;4;13;1;168;2425;3;234847;21/7/2017;14;1001;400;3;27/7/2017;10/8/2017;10
3201;12;4;9;1;168;4891;3;234877;23/7/2017;14;1003;400;3;1/8/2017;22/8/2017;12
3202;13;4;13;1;168;3226;4;234894;24/7/2017;14;1002;102;3;25/7/2017;3/8/2017;12
3203;13;4;13;1;168;3226;4;234919;24/7/2017;14;1002;102;3;25/7/2017;3/8/2017;13
3204;12;4;7;4;308;2946;3;234923;24/7/2017;26;1001;400;3;3/8/2017;23/8/2017;12
3205;12;4;9;1;168;3048;3;234936;24/7/2017;14;1000;102;3;28/7/2017;6/8/2017;12
3206;13;4;13;1;168;4342;4;234953;25/7/2017;14;1001;302;3;1/2/2018;14/2/2018;13
3207;13;4;13;1;168;278;3;234983;26/7/2017;14;1000;102;3;27/7/2017;31/7/2017;9
3208;12;4;7;2;323;2583;3;234996;26/7/2017;16;1000;302;3;31/8/2017;13/9/2017;11
3209;12;4;7;2;151;3989;3;235013;26/7/2017;43;1001;400;3;3/11/2017;18/11/2017;14
3210;12;4;7;2;285;478;2;235073;28/7/2017;14;1001;400;3;28/7/2017;15/8/2017;14
3211;13;4;13;1;168;289;3;235099;28/7/2017;14;1002;102;3;31/7/2017;4/8/2017;13
3212;3;5;15;15;217;4376;4;235102;28/7/2017;26;1000;200;3;2/8/2017;10/8/2017;1
3213;13;4;7;1;320;2448;1;235115;28/7/2017;14;1002;400;3;4/8/2017;14/8/2017;1
3214;13;20;42;1;320;3824;2;235128;28/7/2017;63;1002;200;3;24/8/2017;2/9/2017;1
3215;13;20;42;1;320;1276;4;235145;29/7/2017;63;1004;200;3;13/8/2017;21/8/2017;1
3216;12;4;9;1;320;2039;1;235188;30/7/2017;14;1000;102;3;31/7/2017;6/8/2017;10
3217;13;20;42;1;320;207;4;235221;31/7/2017;63;1002;200;3;13/8/2017;24/8/2017;1
3218;12;4;9;1;320;1376;3;235247;31/7/2017;14;1001;400;3;8/8/2017;24/8/2017;13
3219;13;4;13;1;320;2771;3;235251;31/7/2017;14;1000;200;3;3/8/2017;15/8/2017;13
3220;12;4;7;2;325;2517;3;235281;1/8/2017;16;1001;400;3;4/9/2017;5/10/2017;14
3221;13;3;34;1;320;5639;1;235319;2/8/2017;14;1007;200;3;6/8/2017;9/8/2017;1
3222;13;4;13;1;320;3669;4;235323;2/8/2017;14;1000;102;3;9/8/2017;15/8/2017;13
3223;13;4;13;1;240;5503;3;235349;2/8/2017;14;1001;400;3;11/9/2017;21/9/2017;13
3224;12;4;7;2;121;254;3;235353;3/8/2017;14;1003;400;3;10/8/2017;24/8/2017;12
3225;13;4;13;1;320;3255;4;235396;3/8/2017;14;1000;102;3;7/8/2017;14/8/2017;13
3226;13;4;13;1;240;2757;3;235425;3/8/2017;14;1000;303;3;8/8/2017;22/8/2017;12
3227;13;4;13;1;320;5505;1;235438;3/8/2017;14;1000;102;3;23/8/2017;27/8/2017;13
3228;3;5;15;15;217;4348;4;235455;3/8/2017;26;1000;102;3;6/8/2017;30/8/2017;1
3229;12;4;7;4;259;4385;4;235544;4/8/2017;26;1000;102;3;26/8/2017;10/9/2017;14
3230;13;4;13;1;240;3051;4;235574;4/8/2017;14;1000;102;3;6/8/2017;9/8/2017;13
3231;1;4;9;23;217;536;3;235591;4/8/2017;14;1000;202;1;24/8/2017;20/9/2017;1
3232;3;5;15;15;217;4931;4;235616;4/8/2017;26;1000;200;3;6/8/2017;12/8/2017;1
3233;13;4;13;1;168;2941;3;245533;7/8/2017;14;1001;400;3;17/8/2017;8/9/2017;10
3234;13;4;13;1;168;2858;4;245559;7/8/2017;14;1001;400;3;11/8/2017;29/8/2017;14
3235;3;5;15;15;217;4683;2;245622;8/8/2017;26;1000;200;3;12/8/2017;23/8/2017;1
3236;13;4;13;1;320;4758;3;245682;9/8/2017;14;1001;400;3;17/8/2017;15/9/2017;13
3237;12;4;7;6;98;3426;1;245695;10/8/2017;14;1000;400;3;13/8/2017;24/8/2017;8
3238;12;4;7;2;230;1100;3;245707;10/8/2017;16;1000;102;3;16/8/2017;23/8/2017;12
3239;13;4;13;1;320;1873;4;245767;11/8/2017;14;1001;400;3;24/8/2017;8/9/2017;10
3240;12;4;9;1;320;5685;3;245813;12/8/2017;14;1000;102;3;17/8/2017;29/8/2017;11
3241;12;4;7;6;82;1418;3;245826;14/8/2017;16;1001;400;3;17/8/2017;6/9/2017;13
3242;12;4;7;6;82;4230;3;245839;14/8/2017;16;1001;103;3;17/8/2017;6/9/2017;14
3243;12;4;9;1;320;5118;3;245843;14/8/2017;14;1000;200;3;17/8/2017;20/8/2017;13
3244;13;4;13;1;320;2360;3;245873;15/8/2017;14;1001;400;3;1/9/2017;28/9/2017;13
3245;13;4;13;1;320;4274;3;245886;15/8/2017;14;1001;400;3;19/8/2017;2/9/2017;6
3246;12;4;9;1;320;3777;3;245902;15/8/2017;16;1003;400;3;17/8/2017;27/8/2017;7
3247;12;4;7;2;289;1576;4;245915;16/8/2017;14;1000;102;3;18/12/2017;4/1/2018;14
3248;3;5;15;15;217;2236;4;245928;16/8/2017;26;1000;200;3;19/8/2017;30/8/2017;1
3249;3;5;15;15;217;3211;4;245932;16/8/2017;26;1000;200;3;20/8/2017;1/9/2017;1
3250;13;4;13;1;168;2584;3;245988;16/8/2017;26;1002;102;3;20/8/2017;28/8/2017;13
3251;13;4;7;1;320;2424;4;245992;16/8/2017;14;1001;400;3;5/9/2017;28/9/2017;1
3252;13;4;7;1;320;4852;3;246035;16/8/2017;14;1000;303;3;17/8/2017;3/9/2017;12
3253;3;5;15;15;217;3212;2;246052;16/8/2017;26;1000;200;3;22/8/2017;3/9/2017;1
3254;13;4;13;1;168;685;3;246078;17/8/2017;26;1002;303;3;26/8/2017;5/9/2017;1
3255;13;4;13;1;168;4701;3;246095;17/8/2017;26;1002;200;3;26/8/2017;5/9/2017;1
3256;3;5;15;15;217;3653;4;246111;17/8/2017;26;1000;200;3;20/8/2017;2/9/2017;1
3257;13;4;13;1;240;2481;3;246137;17/8/2017;14;1000;303;3;18/9/2017;3/10/2017;1
3258;13;4;9;1;320;5639;1;256067;18/8/2017;14;1007;200;3;25/8/2017;25/8/2017;1
3259;12;4;9;1;240;4543;3;256071;18/8/2017;14;1001;302;3;24/10/2017;30/10/2017;13
3260;12;4;7;7;57;4844;3;256109;18/8/2017;58;1000;200;3;23/8/2017;15/9/2017;9
3261;13;4;13;1;168;1264;3;256113;22/8/2017;14;1000;103;3;27/8/2017;3/9/2017;12
3262;12;4;9;1;240;845;3;256139;22/8/2017;14;1001;400;3;25/9/2017;17/10/2017;14
3263;13;3;45;1;320;2669;3;256143;22/8/2017;64;1000;200;3;14/2/2018;23/2/2018;1
3264;13;4;7;1;320;5639;2;256156;22/8/2017;14;1000;102;3;23/8/2017;5/9/2017;1
3265;13;4;13;1;240;5694;3;256199;22/8/2017;14;1000;102;3;24/8/2017;28/8/2017;13
3266;13;4;13;1;240;549;3;256202;22/8/2017;14;1001;400;3;2/9/2017;1/10/2017;10
3267;13;4;13;1;320;5649;4;256258;23/8/2017;14;1001;400;3;29/8/2017;21/9/2017;7
3268;13;4;13;1;240;4217;3;256262;23/8/2017;14;1001;400;3;28/9/2017;14/10/2017;12
3269;3;4;9;23;217;5639;2;256288;24/8/2017;14;1000;400;3;29/8/2017;5/9/2017;1
3270;13;4;9;1;320;5639;1;256304;24/8/2017;14;1007;200;3;25/8/2017;25/8/2017;1
3271;13;4;13;1;168;2541;4;256321;24/8/2017;14;1000;102;3;17/9/2017;23/9/2017;7
3272;13;4;13;1;320;3500;4;256351;25/8/2017;14;1001;400;3;7/10/2017;8/11/2017;13
3273;13;4;7;1;320;3430;3;256406;28/8/2017;14;1000;200;3;28/8/2017;2/9/2017;1
3274;12;4;9;1;240;3082;3;256436;28/8/2017;16;1000;200;3;1/9/2017;3/9/2017;12
3275;12;4;9;1;240;843;3;256453;28/8/2017;16;1000;302;3;8/9/2017;1/10/2017;13
3276;13;4;7;1;320;755;3;256479;29/8/2017;14;1000;200;3;31/8/2017;6/9/2017;1
3277;13;4;7;1;320;4270;3;256483;29/8/2017;14;1000;200;3;3/9/2017;7/9/2017;1
3278;13;4;7;1;320;384;3;256496;29/8/2017;14;1000;200;3;7/9/2017;8/9/2017;1
3279;12;4;9;1;240;3538;3;256512;29/8/2017;26;1004;102;3;4/9/2017;11/9/2017;12
3280;12;4;7;2;31;5545;3;256568;30/8/2017;14;1000;103;3;13/11/2017;29/11/2017;6
3281;12;4;9;1;240;3357;3;256572;30/8/2017;14;1000;102;3;31/8/2017;11/9/2017;13
3282;13;4;13;1;240;2492;3;256585;31/8/2017;14;1001;102;3;24/9/2017;16/10/2017;13
3283;13;20;35;1;320;2153;1;256598;31/8/2017;14;1000;200;3;21/9/2017;25/9/2017;1
3284;3;5;15;15;217;2315;4;256614;31/8/2017;26;1000;200;3;17/10/2017;27/10/2017;1
3285;12;4;9;1;240;3715;3;256627;31/8/2017;14;1000;102;3;2/9/2017;16/9/2017;8
3286;3;5;15;15;217;294;3;256674;4/9/2017;26;1000;200;3;23/9/2017;2/10/2017;1
3287;13;4;13;1;168;3830;3;256687;4/9/2017;14;1001;400;3;13/9/2017;2/10/2017;13
3288;13;4;9;1;320;5639;1;256691;4/9/2017;14;1007;200;3;5/9/2017;11/9/2017;1
3289;13;20;42;1;320;1738;4;256703;4/9/2017;63;1000;200;3;17/9/2017;28/9/2017;1
3290;12;4;7;4;225;2773;3;256729;5/9/2017;26;1000;200;3;8/9/2017;10/9/2017;12
3291;12;4;7;2;343;5220;1;256746;5/9/2017;14;1000;200;3;14/9/2017;3/10/2017;14
3292;12;4;7;4;180;4790;4;256759;6/9/2017;26;1000;200;3;12/9/2017;17/9/2017;14
3293;13;20;42;1;320;923;4;256763;6/9/2017;63;1004;200;3;9/10/2017;19/10/2017;1
3294;13;4;7;1;320;1075;3;256793;7/9/2017;14;1003;400;3;16/9/2017;28/9/2017;1
3295;13;4;7;1;320;2728;3;256805;7/9/2017;14;1000;200;3;16/9/2017;28/9/2017;1
3296;13;4;7;1;320;5648;3;256818;7/9/2017;14;1000;200;3;10/9/2017;23/9/2017;1
3297;13;4;13;1;168;2084;3;256848;7/9/2017;14;1001;400;3;22/9/2017;6/10/2017;9
3298;3;5;15;15;217;3192;4;256878;7/9/2017;26;1000;200;3;14/9/2017;17/9/2017;1
3299;13;4;7;1;320;2126;3;256911;8/9/2017;14;1000;200;3;16/9/2017;21/9/2017;1
3300;12;4;7;2;339;201;4;256997;8/9/2017;26;1001;400;3;19/9/2017;12/10/2017;15
3301;3;5;15;15;217;4534;4;257001;8/9/2017;26;1000;200;3;12/10/2017;19/10/2017;1
3302;12;4;9;1;240;2739;3;257014;8/9/2017;14;1001;400;3;15/9/2017;30/9/2017;12
3303;12;4;9;1;240;5217;4;257027;9/9/2017;14;1000;102;3;10/9/2017;20/9/2017;9
3304;12;4;7;2;265;5240;3;257044;11/9/2017;14;1001;400;3;14/9/2017;13/10/2017;13
3305;13;4;13;1;320;417;3;257074;12/9/2017;14;1000;200;3;13/9/2017;20/9/2017;13
3306;12;4;7;2;263;1883;4;257087;12/9/2017;16;1001;102;3;15/9/2017;10/10/2017;14
3307;13;4;9;1;320;5639;1;257133;13/9/2017;14;1007;200;3;14/9/2017;15/9/2017;1
3308;12;4;9;1;240;552;3;257176;13/9/2017;16;1001;400;3;21/9/2017;14/10/2017;6
3309;12;4;9;1;240;5051;3;257193;13/9/2017;14;1001;400;3;14/9/2017;22/9/2017;14
3310;12;4;7;2;129;3582;3;257205;14/9/2017;14;1001;400;3;22/9/2017;16/10/2017;7
3311;12;4;9;1;240;5317;3;257222;14/9/2017;14;1000;102;3;11/2/2018;27/2/2018;13
3312;13;4;9;1;320;5639;1;257248;14/9/2017;14;1007;200;3;15/9/2017;15/9/2017;1
3313;12;4;7;4;44;722;3;257252;14/9/2017;14;1000;400;3;17/9/2017;6/10/2017;12
3314;13;4;13;1;320;4473;3;257265;14/9/2017;14;1001;400;3;7/10/2017;5/11/2017;7
3315;13;4;7;1;320;2798;3;257354;15/9/2017;26;1003;400;3;23/9/2017;2/10/2017;1
3316;13;4;7;1;320;5337;3;257367;15/9/2017;26;1003;400;3;23/9/2017;2/10/2017;1
3317;3;5;15;15;217;3278;4;257426;15/9/2017;26;1000;200;3;20/1/2018;6/2/2018;1
3318;12;4;7;2;206;3215;3;257439;15/9/2017;14;1001;303;3;5/10/2017;25/10/2017;14
3319;13;4;13;1;168;805;3;257499;19/9/2017;14;1000;102;3;29/9/2017;9/10/2017;13
3320;13;4;9;1;320;5639;1;257502;19/9/2017;14;1007;200;3;20/9/2017;20/9/2017;1
3321;13;4;13;1;168;245;1;257528;19/9/2017;14;1000;103;3;25/9/2017;1/10/2017;10
3322;13;4;7;1;320;942;3;257545;20/9/2017;14;1000;200;3;25/9/2017;30/9/2017;1
3323;13;4;13;1;168;1549;3;257558;20/9/2017;14;1001;400;3;25/10/2017;22/11/2017;13
3324;12;4;7;2;35;2750;3;257575;21/9/2017;26;1000;200;3;25/9/2017;29/9/2017;12
3325;13;4;13;1;240;2540;4;257604;21/9/2017;14;1001;400;3;26/9/2017;5/10/2017;6
3326;13;4;7;1;320;4762;3;257634;22/9/2017;14;1000;200;3;26/9/2017;28/9/2017;1
3327;12;4;9;1;240;3163;3;257664;22/9/2017;63;1003;400;3;19/10/2017;5/11/2017;12
3328;13;15;36;1;320;5639;1;257706;25/9/2017;49;1007;200;3;24/9/2017;4/10/2017;1
3329;3;5;15;15;217;1046;3;257723;25/9/2017;26;1000;200;3;17/10/2017;27/10/2017;1
3330;12;4;9;1;240;804;3;257736;25/9/2017;16;1001;400;3;20/10/2017;30/10/2017;12
3331;13;4;13;1;320;489;3;257753;26/9/2017;14;1003;400;3;9/10/2017;3/11/2017;13
3332;13;20;42;1;320;3244;4;257766;26/9/2017;63;1004;200;3;28/9/2017;7/10/2017;1
3333;13;4;13;1;320;1729;1;257783;26/9/2017;14;1000;102;3;29/9/2017;5/10/2017;13
3334;13;4;7;1;320;5648;3;257868;28/9/2017;16;1000;200;3;1/10/2017;12/10/2017;1
3335;3;5;15;15;217;622;2;257872;28/9/2017;26;1000;200;3;5/10/2017;8/10/2017;1
3336;3;5;15;15;217;4164;4;257898;28/9/2017;26;1000;200;3;5/10/2017;8/10/2017;1
3337;13;4;7;1;320;3069;3;257914;29/9/2017;16;1000;200;3;1/10/2017;5/10/2017;1
3338;13;4;13;1;168;5113;3;257931;2/10/2017;14;1001;102;3;23/10/2017;10/11/2017;13
3339;13;4;13;1;168;2908;3;257944;2/10/2017;14;1001;103;3;23/10/2017;10/11/2017;13
3340;13;20;42;1;168;2819;4;257957;2/10/2017;63;1000;200;3;13/10/2017;23/10/2017;1
3341;13;4;7;1;168;1841;3;257987;2/10/2017;14;1001;400;3;6/10/2017;14/10/2017;1
3342;13;4;7;1;168;755;3;257991;2/10/2017;14;1000;200;3;3/10/2017;7/10/2017;1
3343;12;4;7;2;92;1621;3;258051;3/10/2017;14;1000;102;3;9/10/2017;25/10/2017;9
3344;13;20;42;1;168;3874;2;258081;4/10/2017;63;1004;200;3;2/2/2018;17/2/2018;1
3345;13;4;7;1;168;1681;3;258153;6/10/2017;14;1003;400;3;22/10/2017;26/10/2017;1
3346;13;4;7;1;168;2126;3;258166;6/10/2017;16;1003;400;3;23/10/2017;26/10/2017;1
3347;13;4;13;1;320;1301;1;258179;6/10/2017;14;1000;102;3;11/10/2017;21/10/2017;13
3348;12;4;7;2;195;5528;3;258183;6/10/2017;26;1000;102;3;8/10/2017;14/10/2017;14
3349;13;20;35;1;168;3349;1;258212;9/10/2017;14;1000;200;3;3/11/2017;7/11/2017;1
3350;13;4;9;1;168;5639;1;258242;11/10/2017;14;1007;200;3;12/10/2017;13/10/2017;1
3351;12;4;7;2;118;5678;1;258268;12/10/2017;14;1000;102;3;21/10/2017;28/10/2017;12
3352;13;4;9;1;168;2103;4;258285;12/10/2017;14;1000;103;3;14/10/2017;28/10/2017;6
3353;13;4;9;1;168;5639;1;258298;12/10/2017;14;1007;200;3;13/10/2017;13/10/2017;1
3354;13;4;9;1;168;5639;1;258327;13/10/2017;14;1007;200;3;17/10/2017;21/10/2017;1
3355;13;4;13;1;240;2596;3;258344;13/10/2017;14;1000;102;3;16/11/2017;20/11/2017;10
3356;12;4;9;1;240;3224;3;258361;16/10/2017;14;1000;102;3;24/10/2017;31/10/2017;11
3357;13;4;7;1;168;5639;2;258416;18/10/2017;14;1000;102;3;24/10/2017;2/11/2017;1
3358;12;4;7;4;308;4176;1;258429;18/10/2017;26;1004;102;3;19/10/2017;29/10/2017;12
3359;12;4;7;4;135;1142;3;258505;18/10/2017;26;1000;200;3;28/12/2017;20/1/2018;12
3360;12;4;7;2;183;5115;3;258518;18/10/2017;43;1003;400;3;21/10/2017;1/11/2017;6
3361;12;4;7;2;183;1110;3;258522;18/10/2017;43;1003;400;3;21/10/2017;1/11/2017;6
3362;12;4;9;1;240;4751;3;258535;19/10/2017;14;1000;102;3;19/10/2017;5/11/2017;12
3363;12;4;7;2;69;3139;3;258548;19/10/2017;14;1000;102;3;23/10/2017;21/11/2017;9
3364;13;4;13;1;168;4542;3;258595;20/10/2017;14;1000;200;3;27/12/2017;30/12/2017;6
3365;13;4;9;25;54;5639;1;258641;20/10/2017;20;1007;200;3;20/10/2017;22/10/2017;1
3366;12;4;7;4;36;951;3;258654;23/10/2017;26;1002;200;3;24/10/2017;6/11/2017;14
3367;13;20;42;1;168;3794;2;258684;23/10/2017;63;1002;200;3;1/11/2017;10/11/2017;1
3368;12;4;9;1;240;2401;3;258709;23/10/2017;43;1000;200;3;25/10/2017;27/10/2017;13
3369;13;4;9;1;168;5639;1;258743;24/10/2017;14;1007;200;3;25/10/2017;26/10/2017;1
3370;13;4;7;1;168;3430;3;258756;24/10/2017;14;1000;200;3;22/10/2017;25/10/2017;1
3371;13;4;7;1;168;3481;3;258769;24/10/2017;16;1001;400;3;27/10/2017;5/11/2017;1
3372;13;4;7;1;168;1681;3;258786;24/10/2017;14;1000;200;3;27/10/2017;3/11/2017;1
3373;13;4;13;1;320;1078;3;258845;26/10/2017;14;1002;200;3;20/11/2017;9/12/2017;13
3374;13;4;13;1;320;2015;3;258862;26/10/2017;14;1000;102;3;1/11/2017;12/11/2017;7
3375;12;4;9;1;240;780;1;258917;30/10/2017;14;1001;400;3;21/1/2018;5/2/2018;14
3376;13;4;9;1;168;5639;1;259084;30/10/2017;14;1007;200;3;1/11/2017;2/11/2017;1
3377;13;4;13;1;168;283;3;259113;30/10/2017;14;1000;102;3;19/1/2018;5/2/2018;13
3378;13;4;13;1;168;3687;4;259126;30/10/2017;14;1002;102;3;27/11/2017;14/12/2017;12
3379;13;4;13;1;168;2075;1;259143;30/10/2017;14;1000;102;3;18/1/2018;25/1/2018;13
3380;13;4;13;1;168;4506;1;259186;31/10/2017;14;1000;102;3;31/12/2017;7/1/2018;15
3381;13;4;13;1;168;1397;3;259199;31/10/2017;14;1000;102;3;5/11/2017;16/11/2017;13
3382;13;4;13;1;168;3583;3;259215;31/10/2017;14;1000;102;3;29/12/2017;13/1/2018;10
3383;13;4;9;25;54;4455;4;259228;31/10/2017;20;1007;200;3;2/11/2017;6/11/2017;1
3384;3;5;15;15;217;2917;3;259232;1/11/2017;26;1000;200;3;1/11/2017;3/11/2017;1
3385;13;4;13;1;168;950;3;259245;1/11/2017;14;1002;102;3;16/1/2018;31/1/2018;10
